Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Formulation Compatibility,Molecular Weight,LogP,SMILES,Suppliers
Dimethyl Octenone,2550-11-0,"4,7-dimethyloct-6-en-3-one",Unclassified,,C10 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.96,CCC(=O)C(C)CC=C(C)C,MySkinRecipes
Dimethyl Sulfide 1% DPG,75-18-3,dimethyl sulfide,Facet (Oceanic),Top,C2 S1,Hydrocarbon / Other,Aliphatic,No,Hydrophilic (Water Compatible),62.14,0.98,CSC,"Fraterworks, PerfumersWorld"
Dimethyl Trisulfide,3658-80-8,(methyltrisulfanyl)methane,Unclassified,,C2 S3,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),126.27,2.28,CSSSC,MySkinRecipes
Dimetol,13254-34-7,"2,6-Dimethyl-2-heptanol",Unclassified,,C9 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),144.26,2.58,CC(C)CCCC(C)(C)O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Diphenyl Methane,101-81-5,benzylbenzene,Unclassified,,C13,Hydrocarbon / Other,Aromatic (Benzene),No,Standard (Alcohol Compatible),168.24,3.28,c1ccc(Cc2ccccc2)cc1,MySkinRecipes
Diphenyl Oxide,101-84-8,DIPHENYL ETHER,Unclassified,,C12 O1,Ether,Aromatic (Benzene),No,Standard (Alcohol Compatible),170.21,3.48,c1ccc(Oc2ccccc2)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
DMBC Acetate,151-5-3,Dimethylbenzylcarbinyl acetate,Unclassified,,C12 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),192.26,2.57,CC(=O)OC(C)(C)Cc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Doremox,94201-73-7,4-methyl-2-phenyloxane,Unclassified,,C12 O1,Ether,Aromatic (Benzene),Yes,Standard (Alcohol Compatible),176.26,3.17,CC1CCOC(c2ccccc2)C1,"Fraterworks, MySkinRecipes"
Dulcinyl,55418-52-5,"4-(1,3-benzodioxol-5-yl)butan-2-one",Unclassified,,C11 O3,"Acetal, Ketone",Aromatic (Benzene),Yes,Standard (Alcohol Compatible),192.21,1.94,CC(=O)CCc1ccc2c(c1)OCO2,Fraterworks
Dupical,30168-23-1,4-Tricyclodecylidene butanal,Unclassified,,C14 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),204.31,3.35,O=CCCC=C1CC2CC1C1CCCC21,"Fraterworks, MySkinRecipes, PerfumersWorld"
Dynascone,56973-85-4,"1-(5,5-dimethylcyclohexen-1-yl)pent-4-en-1-one",Green (Bitter),Top,C13 O1,"Allyl, Ketone",Aliphatic,No,Standard (Alcohol Compatible),192.3,3.66,C=CCCC(=O)C1=CCCC(C)(C)C1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ebanol,67801-20-1,28N247O58B,Unclassified,,C14 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),208.34,3.55,CC1=CCC(C=CC(C)C(C)O)C1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl (E)-2-Hexenoate,27829-72-7,ethyl (E)-hex-2-enoate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),142.2,1.91,CCCC=CC(=O)OCC,MySkinRecipes
Ethyl 2-Furoate,614-99-3,ethyl furan-2-carboxylate,Unclassified,,C7 O3,Ester,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),140.14,1.46,CCOC(=O)c1ccco1,MySkinRecipes
Ethyl 2-Mercaptopropionate Ethyl-2-Sulfanylpropanoate (FEMA 3279),19788-49-9,Ethyl 2-mercaptopropionate,Unclassified,,C5 O2 S1,"Ester, Thiol",Aliphatic,No,Hydrophilic (Water Compatible),134.2,0.87,CCOC(=O)C(C)S,MySkinRecipes
Ethyl 2-Methylbutyrate,7452-79-1,Ethyl 2-methylbutyrate,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),130.19,1.6,CCOC(=O)C(C)CC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl 2-Methylsulfanylacetate (FEMA 3835),4455-13-4,ethyl 2-methylsulfanylacetate,Unclassified,,C5 O2 S1,Ester,Aliphatic,No,Hydrophilic (Water Compatible),134.2,0.91,CCOC(=O)CSC,MySkinRecipes
Ethyl 3-methyl-2-oxovalerate (FEMA-4903),26516-27-8,ethyl 3-methyl-2-oxopentanoate,Unclassified,,C8 O3,"Ester, Ketone",Aliphatic,No,Standard (Alcohol Compatible),158.2,1.16,CCOC(=O)C(=O)C(C)CC,MySkinRecipes
Ethyl Acetate,141-78-6,ETHYL ACETATE,Unclassified,,C4 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),88.11,0.57,CCOC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl Acetoacetate,141-97-9,ethyl acetoacetate,Unclassified,,C6 O3,"Ester, Ketone",Aliphatic,No,Hydrophilic (Water Compatible),130.14,0.53,CCOC(=O)CC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Acrylate (FEMA 2418),140-88-5,ethyl prop-2-enoate,Unclassified,,C5 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),100.12,0.74,C=CC(=O)OCC,MySkinRecipes
Ethyl Amyl Ketone,106-68-3,3-Octanone,Unclassified,,C8 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),128.21,2.55,CCCCCC(=O)CC,PerfumersWorld
Ethyl Anthranilate,87-25-2,ETHYL ANTHRANILATE,Unclassified,,C9 O2 N1,"Amine, Ester",Aromatic (Benzene),No,Standard (Alcohol Compatible),165.19,1.45,CCOC(=O)c1ccccc1N,"MySkinRecipes, PerfumersWorld"
Ethyl Benzoate,93-89-0,ETHYL BENZOATE,Unclassified,,C9 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),150.18,1.86,CCOC(=O)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Butyrate,105-54-4,ETHYL BUTYRATE,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),116.16,1.35,CCCC(=O)OCC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl Caproate,123-66-0,ethyl hexanoate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),144.21,2.13,CCCCCC(=O)OCC,"Fraterworks, MySkinRecipes"
Ethyl Cinnamate (FEMA 2430),103-36-6,ethyl (E)-3-phenylprop-2-enoate,Unclassified,,C11 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),176.22,2.26,CCOC(=O)C=Cc1ccccc1,MySkinRecipes
Ethyl Decanoate,110-38-3,ethyl decanoate,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),200.32,3.69,CCCCCCCCCC(=O)OCC,"Fraterworks, MySkinRecipes"
Ethyl Dehydrocyclogeranate,35044-57-6,"Ethyl 2,6,6-trimethylcyclohexa-2,4-diene-1-carboxylate",Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),194.27,2.71,CCOC(=O)C1C(C)=CC=CC1(C)C,MySkinRecipes
Ethyl Formate,109-94-4,ethyl formate,Unclassified,,C3 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),74.08,0.18,CCOC=O,"Fraterworks, MySkinRecipes"
Ethyl Heptylate,106-30-9,ETHYL HEPTANOATE,Unclassified,,C9 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),158.24,2.52,CCCCCCC(=O)OCC,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Hex-3-Enoate (FEMA 3342),2396-83-0,ethyl (E)-hex-3-enoate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),142.2,1.91,CCC=CCC(=O)OCC,MySkinRecipes
Ethyl Isobutyrate,97-62-1,ethyl 2-methylpropanoate,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),116.16,1.21,CCOC(=O)C(C)C,"Fraterworks, MySkinRecipes"
Ethyl Isovalerate,108-64-5,ETHYL ISOVALERATE,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),130.19,1.6,CCOC(=O)CC(C)C,"MySkinRecipes, PerfumersWorld"
Ethyl Lactate,97-64-3,ETHYL LACTATE,Unclassified,,C5 O3,"Ester, Secondary Alcohol",Aliphatic,No,Hydrophilic (Water Compatible),118.13,-0.07,CCOC(=O)C(C)O,"MySkinRecipes, PerfumersWorld"
Ethyl Laurate,106-33-2,ethyl dodecanoate,Unclassified,,C14 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),228.38,4.47,CCCCCCCCCCCC(=O)OCC,"Fraterworks, MySkinRecipes"
Ethyl Levulinate,539-88-8,ETHYL LEVULINATE,Unclassified,,C7 O3,"Ester, Ketone",Aliphatic,No,Hydrophilic (Water Compatible),144.17,0.92,CCOC(=O)CCC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Linalool,10339-55-6,Ethyl linalool,Floral (Fresh),Heart-Top,C11 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),168.28,3.06,C=CC(C)(O)CCC=C(C)CC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl Linalyl Acetate,61931-80-4,"3,7-dimethylnona-1,6-dien-3-yl acetate",Unclassified,,C13 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),210.32,3.63,C=CC(C)(CCC=C(C)CC)OC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Maltol,4940-11-8,Ethyl maltol,Gourmet (Sugar),Modifier,C7 O3,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Hydrophilic (Water Compatible),140.14,0.91,CCc1occc(=O)c1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Nonanoate (FEMA 2447),123-29-5,ethyl nonanoate,Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),186.29,3.3,CCCCCCCCC(=O)OCC,MySkinRecipes
Ethyl Octanoate (FEMA 2449),106-32-1,ethyl octanoate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),172.27,2.91,CCCCCCCC(=O)OCC,MySkinRecipes
Ethyl Palmitate (FEMA 2451),628-97-7,ethyl hexadecanoate,Unclassified,,C18 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),284.48,6.03,CCCCCCCCCCCCCCCC(=O)OCC,MySkinRecipes
Ethyl Phenyl Acetate,101-97-3,ETHYL PHENYLACETATE,Unclassified,,C10 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),164.2,1.79,CCOC(=O)Cc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl Propionate,105-37-3,ethyl propanoate,Unclassified,,C5 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),102.13,0.96,CCOC(=O)CC,MySkinRecipes
Ethyl Pyruvate (FEMA 2457),617-35-6,ethyl 2-oxopropanoate,Unclassified,,C5 O3,"Ester, Ketone",Aliphatic,No,Hydrophilic (Water Compatible),116.12,0.14,CCOC(=O)C(C)=O,MySkinRecipes
Ethyl Safranate,35044-59-8,Ethyl safranate,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),194.27,2.85,CCOC(=O)C1=C(C)C=CCC1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethyl Salicylate,118-61-6,Ethyl salicylate,Unclassified,,C9 O3,Salicylate,Aromatic (Benzene),No,Standard (Alcohol Compatible),166.18,1.57,CCOC(=O)c1ccccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Ethyl thioacetate (FEMA 3282),625-60-5,S-ethyl ethanethioate,Unclassified,,C4 O1 S1,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),104.17,1.29,CCSC(C)=O,MySkinRecipes
Ethyl Thiopropionate,2432-42-0,S-ethyl propanethioate,Unclassified,,C5 O1 S1,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),118.2,1.68,CCSC(=O)CC,MySkinRecipes
Ethyl Tiglate,5837-78-5,ethyl 2-methylbut-2-enoate,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),128.17,1.52,CC=C(C)C(=O)OCC,"Fraterworks, MySkinRecipes"
Ethyl Trans-2-Butenoate (FEMA 3486),623-70-1,ethyl (E)-but-2-enoate,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),114.14,1.13,CC=CC(=O)OCC,MySkinRecipes
Ethyl Undecylenate,692-86-4,ethyl undec-10-enoate,Unclassified,,C13 O2,"Allyl, Ester",Aliphatic,No,Standard (Alcohol Compatible),212.33,3.86,C=CCCCCCCCCC(=O)OCC,"Fraterworks, MySkinRecipes"
Ethyl Valerate (FEMA 2462),539-82-2,ethyl pentanoate,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),130.19,1.74,CCCCC(=O)OCC,MySkinRecipes
Ethyl Vanillin,121-32-4,3-Ethoxy-4-hydroxybenzaldehyde,Gourmet (Sweet),Base,C9 O3,"Aldehyde, Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),166.18,1.6,CCOc1cc(C=O)ccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Ethylhexyl Salicylate,118-60-5,2-ethylhexyl 2-hydroxybenzoate,Unclassified,,C15 O3,Salicylate,Aromatic (Benzene),No,Standard (Alcohol Compatible),250.34,3.77,CCCCC(CC)COC(=O)c1ccccc1O,"Fraterworks, MySkinRecipes"
Eucalyptol,470-82-6,Eucalyptol,Unclassified,,C10 O1,Ether,Aliphatic,Yes,Standard (Alcohol Compatible),154.25,2.74,CC12CCC(CC1)C(C)(C)O2,"Fraterworks, MySkinRecipes, PerfumersWorld"
Eugenol,97-53-0,eugenol,Woods (Agarwood),Base,C10 O2,"Allyl, Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),164.2,2.13,C=CCc1ccc(O)c(OC)c1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Eugenyl Acetate (FEMA 2469),93-28-7,(2-methoxy-4-prop-2-enylphenyl) acetate,Unclassified,,C12 O3,"Allyl, Ester, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),206.24,2.35,C=CCc1ccc(OC(C)=O)c(OC)c1,MySkinRecipes
Evernyl,4707-47-5,"Methyl 2,4-dihydroxy-3,6-dimethylbenzoate",Woods (Mossy),Base,C10 O4,"Ester, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),196.2,1.5,COC(=O)c1c(C)cc(O)c(C)c1O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Exaltenone,35720-57-1,(4E)-cyclopentadec-4-en-1-one,Unclassified,,C15 O1,"Ketone, Macrocyclic Musk",Aliphatic,No,Lipophilic (Oil/Wax Compatible),222.37,4.81,O=C1CCC=CCCCCCCCCCC1,Fraterworks
Exaltolide®,106-2-5,Oxacyclohexadecan-2-one,Musk (Botanical),Base,C15 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),240.39,4.61,O=C1CCCCCCCCCCCCCCO1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Exaltone® Crystals,502-72-7,cyclopentadecanone,Unclassified,,C15 O1,"Ketone, Macrocyclic Musk",Aliphatic,No,Lipophilic (Oil/Wax Compatible),224.39,5.03,O=C1CCCCCCCCCCCCCC1,"Fraterworks, MySkinRecipes"
Farnesene Alpha,502-61-4,"(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene",Unclassified,,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,5.2,C=CC(C)=CCC=C(C)CCC=C(C)C,Fraterworks
Farnesol,4602-84-0,farnesol,Musk (Botanical),Base,C15 O1,Primary Alcohol,Aliphatic,No,Lipophilic (Oil/Wax Compatible),222.37,4.4,CC(C)=CCCC(C)=CCCC(C)=CCO,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Farnesyl Acetate,29548-30-9,"3,7,11-trimethyldodeca-2,6,10-trienyl acetate",Unclassified,,C17 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),264.41,4.97,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,MySkinRecipes
Fenchone Alpha,7787-20-4,"(1R,4S)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-one",Unclassified,,C10 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),152.24,2.4,CC12CCC(C1)C(C)(C)C2=O,Fraterworks
Fenchyl Acetate,13851-11-1,"(1,3,3-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate",Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),196.29,2.76,CC(=O)OC1C2(C)CCC(C2)C1(C)C,MySkinRecipes
Fig Crotonate (Datilat),68039-69-0,1-cyclohexylethyl but-2-enoate,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),196.29,3.07,CC=CC(=O)OC(C)C1CCCCC1,MySkinRecipes
Filbert Pyrazine,15707-23-0,2-ethyl-3-methylpyrazine,Unclassified,,C7 N2,Pyrazine,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),122.17,1.35,CCc1nccnc1C,MySkinRecipes
Filbertone,81925-81-7,(E)-5-methylhept-2-en-4-one,Unclassified,,C8 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),126.2,2.18,CC=CC(=O)C(C)CC,Fraterworks
Firascone,815580-59-7,"methyl 2,6,6-trimethylcyclohex-3-ene-1-carboxylate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.4,COC(=O)C1C(C)C=CCC1(C)C,Fraterworks
Firsantol,104864-90-6,"2-methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-4-en-1-ol",Unclassified,,C14 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),208.34,3.55,C=C(CC(C)CO)C1CC=C(C)C1(C)C,"Fraterworks, MySkinRecipes"
Fish Thiol-2-Methyl-3-Furanthiol (FEMA 3188),28588-74-1,2-methylfuran-3-thiol,Unclassified,,C5 O1 S1,Thiol,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),114.17,1.88,Cc1occc1S,MySkinRecipes
Fixamber,71735-79-0,"13-Oxabicyclo(10.1.0)trideca-4,8-diene, trimethyl-",Unclassified,,C15 O1,Ether,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),220.36,4.25,CC1(C)CC=CCCC=CCCC2OC21C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Floral Undecenone,1322-58-3,"6,10-dimethylundec-9-en-2-one",Unclassified,,C13 O1,Ketone,Aliphatic,No,Lipophilic (Oil/Wax Compatible),196.33,4.13,CC(=O)CCCC(C)CCC=C(C)C,MySkinRecipes
Floralate,67634-26-8,"(2,4-dimethylcyclohex-3-en-1-yl)methyl acetate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.54,CC(=O)OCC1CCC(C)=CC1C,Fraterworks
Floralozone,67634-15-5,"3-(4-ethylphenyl)-2,2-dimethylpropanal",Unclassified,,C13 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),190.29,3.02,CCc1ccc(CC(C)(C)C=O)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Floralozone,67634-14-4,"3-(2-ethylphenyl)-2,2-dimethylpropanal",Unclassified,,C13 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),190.29,3.02,CCc1ccccc1CC(C)(C)C=O,SimpleScentsDIY
Floramat,67801-64-3,(2-tert-butylcyclohexyl) ethyl carbonate,Unclassified,,C13 O3,Ester,Aliphatic,No,Standard (Alcohol Compatible),228.33,3.76,CCOC(=O)OC1CCCCC1C(C)(C)C,Fraterworks
Florex®,69486-14-2,"(9E)-9-ethylidene-3-oxatricyclo[6.2.1.02,7]undecan-4-one",Unclassified,,C12 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),192.26,2.29,CC=C1CC2CC1C1CCC(=O)OC21,Fraterworks
Florhydral,125109-85-5,Isopropylphenylbutanal,Unclassified,,C13 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),190.29,3.5,CC(C)c1cccc(C(C)CC=O)c1,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Florocyclene,17511-60-3,Tricyclodecenyl propionate,Unclassified,,C13 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),206.28,2.54,CCC(=O)OC1CC2CC1C1CC=CC21,"Fraterworks, MySkinRecipes"
Florol,63500-71-0,"2H-Pyran-4-ol, tetrahydro-4-methyl-2-(2-methylpropyl)-",Floral (Muguet),Heart,C10 O2,"Ether, Tertiary Alcohol",Aliphatic,Yes,Standard (Alcohol Compatible),172.27,1.96,CC(C)CC1CC(C)(O)CCO1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Floropal,5182-36-5,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane",Unclassified,,C13 O2,Acetal,Aromatic (Benzene),Yes,Standard (Alcohol Compatible),206.28,3.07,CC1CC(C)(c2ccccc2)OC(C)O1,"MySkinRecipes, SimpleScentsDIY"
Fraistone,6290-17-1,"ethyl 2-(2,4-dimethyl-1,3-dioxolan-2-yl)acetate",Unclassified,,C9 O4,"Ester, Ketal",Aliphatic,Yes,Standard (Alcohol Compatible),188.22,1.09,CCOC(=O)CC1(C)OCC(C)O1,"Fraterworks, MySkinRecipes"
Freskomenthe,14765-30-1,2-butan-2-ylcyclohexan-1-one,Unclassified,,C10 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.79,CCC(C)C1CCCCC1=O,Fraterworks
Fructone,6413-10-1,,Unclassified,,C8 O4,"Ester, Ketal",Aliphatic,Yes,Hydrophilic (Water Compatible),174.2,0.7,CCOC(=O)CC1(C)OCCO1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Fruitate,80657-64-3,"Ethyl hexahydro-4,7-methanoindane-3a-carboxylate",Unclassified,,C13 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),208.3,2.77,CCOC(=O)C12CCCC1C1CCC2C1,"Fraterworks, SimpleScentsDIY"
Furaneol 10% in PG,3658-77-3,Furaneol,Unclassified,,C6 O3,"Ether, Ketone",Aliphatic,Yes,Hydrophilic (Water Compatible),128.13,0.76,CC1=C(O)C(=O)C(C)O1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Furfuryl Acetate,623-17-6,furan-2-ylmethyl acetate,Unclassified,,C7 O3,Ester,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),140.14,1.34,CC(=O)OCc1ccco1,"Fraterworks, MySkinRecipes"
Furfuryl Methyl Sulfide (FEMA 3160),1438-91-1,2-(methylsulfanylmethyl)furan,Unclassified,,C6 O1 S1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),128.2,2.14,CSCc1ccco1,MySkinRecipes
Furfuryl Propionate (FEMA 3346),623-19-8,furan-2-ylmethyl propanoate,Unclassified,,C8 O3,Ester,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),154.16,1.73,CCC(=O)OCc1ccco1,MySkinRecipes
Furfuryl Thioacetate,13678-68-7,S-(furan-2-ylmethyl) ethanethioate,Unclassified,,C7 O2 S1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),156.21,2.06,CC(=O)SCc1ccco1,MySkinRecipes
Furfuryl thiopropionate (FEMA 3347),59020-85-8,S-(furan-2-ylmethyl) propanethioate,Unclassified,,C8 O2 S1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),170.23,2.45,CCC(=O)SCc1ccco1,MySkinRecipes
Galaxolide®,1222-5-5,Galaxolide,Musk (Clean),Base,C20,Hydrocarbon / Other,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),268.44,5.84,CC1=Cc2c(C(C)C)cc(C)cc2C12CC(C)CC2C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Galbanum Decatriene (FEMA 3795),16356-11-9,"undeca-1,3,5-triene",Unclassified,,C11,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),150.26,3.87,C=CC=CC=CCCCCC,MySkinRecipes
Gamma Decalactone,706-14-9,gamma-Decalactone,Fruit (Peach),Heart,C10 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),170.25,2.66,CCCCCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Gamma Dodecalactone,2305-5-7,gamma-Dodecalactone,Unclassified,,C12 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),198.31,3.44,CCCCCCCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Gamma Nonalactone,104-61-0,Gamma-nonalactone,Fruit (Coconut),Base,C9 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),156.22,2.27,CCCCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Gamma Octalactone,104-50-7,GAMMA-OCTALACTONE,Fruit (Coconut),Heart-Base,C8 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),142.2,1.88,CCCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Gamma-Heptalactone,105-21-5,gamma-Heptalactone,Unclassified,,C7 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),128.17,1.49,CCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Geosmin,19700-21-1,,Unclassified,,C12 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),182.31,3.12,CC1CCCC2(C)CCCCC12O,"Fraterworks, PerfumersWorld"
Geraldehyde,762-26-5,"5,9-dimethyldeca-4,8-dienal",Unclassified,,C12 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),180.29,3.66,CC(C)=CCCC(C)=CCCC=O,Fraterworks
Geranium Cyclohexane,42822-86-6,2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol,Unclassified,,C10 O2,"Secondary Alcohol, Tertiary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),172.27,1.55,CC1CCC(C(C)(C)O)C(O)C1,MySkinRecipes
Geranyl Butyrate,106-29-6,Geranyl butyrate,Unclassified,,C14 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),224.34,4.02,CCCC(=O)OCC=C(C)CCC=C(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld"
Geranyl Formate,105-86-2,Geranyl formate,Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.85,CC(C)=CCCC(C)=CCOC=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
